order_id,merchant_id,customer_name,customer_address,area,city,pincode,latitude,longitude,sku,quantity,order_value,payment_type,order_date,order_status
ORD001859,M001,Divya Singh,"Villa 134, 3rd Cross Road, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.93308,77.621178,SAREE_SILK_RED,3,3621.42,PREPAID,2026-05-08,pending
ORD001860,M001,Madhuri Shah,"Flat 348, 6th Main, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.936196,77.620031,WOMEN_TOP_PINK_S,1,1706.94,PREPAID,2026-05-15,confirmed
ORD001861,M001,Ishaan Gowda,"169, B Block, KR Puram, Bangalore",KR Puram,Bangalore,560036,13.011642,77.692036,WATCH_SPORT_SILVER,1,2281.01,PREPAID,2026-05-01,pending
ORD001862,M001,Mahesh Dey,"Apartment 230, 5thth Main, Ulsoor, Bangalore",Ulsoor,Bangalore,560008,12.983041,77.628817,JEANS_BLACK_32,3,1477.42,PREPAID,2026-05-06,pending
ORD001863,M001,Shobha Prasad,"245, 3rd Block, Jayanagar, Bangalore",Jayanagar,Bangalore,560041,12.926374,77.597141,WOMEN_TOP_PINK_S,3,3273.06,PREPAID,2026-05-08,pending
ORD001864,M001,Nirmala Krishnan,"Plot 167, 1st Main Road, Ulsoor, Bangalore",Ulsoor,Bangalore,560008,12.976899,77.625288,BAG_CANVAS_BLACK,1,2591.38,PREPAID,2026-05-07,pending
ORD001865,M001,Ishaan Biswas,"Apartment 155, 3rdth Main, Mahadevapura, Bangalore",Mahadevapura,Bangalore,560048,12.992228,77.688446,BELT_BLACK,3,2538.77,COD,2026-05-16,pending
ORD001866,M001,Arun Mehta,"#64, 7thth Cross, KR Puram, Bangalore",KR Puram,Bangalore,560036,13.009575,77.694149,HOODIE_NAVY_M,3,3713.79,PREPAID,2026-05-16,pending
ORD001867,M001,Mohan Ghosh,"#319, 4thth Cross, Bannerghatta Road, Bangalore",Bannerghatta Road,Bangalore,560076,12.889941,77.598899,BACKPACK_GREY,2,2135.58,PREPAID,2026-05-08,pending
ORD001868,M001,Riya Chatterjee,"Villa 90, 8th Cross Road, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.844202,77.655392,DRESS_BLUE_S,1,3522.41,PREPAID,2026-05-08,confirmed
ORD001869,M001,Pankaj Menon,"Apartment 175, 4thth Main, Domlur, Bangalore",Domlur,Bangalore,560071,12.957881,77.641972,JACKET_DENIM_M,1,1607.23,PREPAID,2026-05-07,pending
ORD001870,M001,Aditya Chowdhury,"Villa 98, 8th Cross Road, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.974658,77.749231,JEANS_BLUE_32,1,4699.32,COD,2026-05-02,pending
ORD001871,M001,Rahul Verma,"46, 3rd Block, KR Puram, Bangalore",KR Puram,Bangalore,560036,13.005668,77.694142,TSHIRT_NAVY_M,2,1093.31,COD,2026-05-11,pending
ORD001872,M001,Ananya Joshi,"Apartment 175, 7thth Main, HSR Layout, Bangalore",HSR Layout,Bangalore,560102,12.912187,77.65104,HOODIE_NAVY_L,3,734.47,PREPAID,2026-05-03,pending
ORD001873,M001,Arjun Agarwal,"Flat 301, 2nd Main, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.971006,77.748713,KURTA_COTTON_L,1,4102.53,COD,2026-05-12,pending
ORD001874,M001,Ishaan Dey,"57, C Block, Bellandur, Bangalore",Bellandur,Bangalore,560103,12.934293,77.680829,PERFUME_100ML,3,4691.2,COD,2026-05-16,pending
ORD001875,M001,Vikram Chowdhury,"No. 143, 2nd Stage, Ulsoor, Bangalore",Ulsoor,Bangalore,560008,12.979841,77.628562,JEANS_BLUE_34,2,1536.76,PREPAID,2026-05-01,pending
ORD001876,M001,Swati Nayak,"Plot 122, 6th Main Road, MG Road, Bangalore",MG Road,Bangalore,560001,12.974906,77.60935,JEANS_BLACK_32,1,4425.74,PREPAID,2026-05-01,pending
ORD001877,M001,Kavita Banerjee,"Plot 257, 6th Main Road, Ulsoor, Bangalore",Ulsoor,Bangalore,560008,12.976708,77.627958,TSHIRT_NAVY_M,2,1913.77,COD,2026-05-14,pending
ORD001878,M001,Ankur Patel,"House 56, 1st Cross, Bannerghatta Road, Bangalore",Bannerghatta Road,Bangalore,560076,12.887306,77.592173,SHOES_BLACK_8,3,606.9,COD,2026-05-10,pending
ORD001879,M001,Anil Malhotra,"Flat 276, 4th Main, Peenya, Bangalore",Peenya,Bangalore,560058,13.027676,77.51566,TSHIRT_WHITE_L,3,4238.76,COD,2026-05-09,pending
ORD001880,M001,Vikram Saxena,"Villa 46, 6th Cross Road, RR Nagar, Bangalore",RR Nagar,Bangalore,560098,12.918858,77.522164,SAREE_SILK_RED,1,1011.47,PREPAID,2026-05-02,pending
ORD001881,M001,Deepak Yadav,"No. 195, 2nd Stage, Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,560035,12.909377,77.684108,SAREE_SILK_RED,2,3913.35,PREPAID,2026-05-02,pending
ORD001882,M001,Suresh Mukherjee,"Apartment 230, 3rdth Main, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.974292,77.752145,SHOES_WHITE_8,1,4924.82,PREPAID,2026-05-07,confirmed
ORD001883,M001,Deepak Menon,"House 205, 8th Cross, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.933717,77.622327,WATCH_SPORT_SILVER,3,4013.81,COD,2026-05-12,pending
ORD001884,M001,Sachin Saxena,"Apartment 289, 1stth Main, Brookefield, Bangalore",Brookefield,Bangalore,560037,12.964253,77.721669,SNEAKERS_GREY_8,3,856.44,COD,2026-05-13,pending
ORD001885,M001,Siddharth Shetty,"Villa 221, 1st Cross Road, HSR Layout, Bangalore",HSR Layout,Bangalore,560102,12.914432,77.647494,TSHIRT_NAVY_M,3,953.39,COD,2026-05-12,pending
ORD001886,M001,Gayatri Pandey,"#302, 3rdth Cross, Basavanagudi, Bangalore",Basavanagudi,Bangalore,560004,12.939172,77.573437,WOMEN_TOP_PINK_S,1,4621.47,PREPAID,2026-05-02,pending
ORD001887,M001,Suma Saxena,"247, 1st Block, Mahadevapura, Bangalore",Mahadevapura,Bangalore,560048,12.991893,77.692313,BAG_CANVAS_BLACK,2,1461.68,PREPAID,2026-05-07,pending
ORD001888,M001,Amit Nayak,"Apartment 281, 8thth Main, Brookefield, Bangalore",Brookefield,Bangalore,560037,12.966651,77.717472,JEANS_BLUE_32,3,4277.42,PREPAID,2026-05-05,pending
ORD001889,M001,Ganesh Kamath,"Villa 13, 1st Cross Road, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.965835,77.747626,TSHIRT_WHITE_L,1,4797.87,PREPAID,2026-05-10,pending
ORD001890,M001,Anita Iyer,"206, 2nd Block, JP Nagar, Bangalore",JP Nagar,Bangalore,560078,12.901614,77.590635,PERFUME_100ML,1,3136.67,PREPAID,2026-05-16,pending
ORD001891,M001,Rajesh Kapoor,"#344, 1stth Cross, Mahadevapura, Bangalore",Mahadevapura,Bangalore,560048,12.990375,77.686617,TSHIRT_BLACK_M,1,3972.73,PREPAID,2026-05-01,pending
ORD001892,M001,Aditya Agarwal,"Apartment 55, 8thth Main, JP Nagar, Bangalore",JP Nagar,Bangalore,560078,12.90421,77.583829,SNEAKERS_GREY_9,2,1516.11,PREPAID,2026-05-14,pending
ORD001893,M001,Ashok Reddy,"Plot 81, 3rd Main Road, Indiranagar, Bangalore",Indiranagar,Bangalore,560038,12.976115,77.643346,JEANS_BLACK_34,3,3618.34,PREPAID,2026-05-05,processing
ORD001894,M001,Arun Patel,"Villa 196, 8th Cross Road, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.933473,77.623542,TSHIRT_BLACK_M,1,5673.14,COD,2026-05-04,pending
ORD001895,M001,Madhuri Gupta,"House 173, 2nd Cross, Marathahalli, Bangalore",Marathahalli,Bangalore,560037,12.954888,77.69609,FORMAL_TROUSER_BLACK_32,3,4652.62,COD,2026-05-13,pending
ORD001896,M001,Anita Hegde,"Apartment 249, 1stth Main, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.937296,77.62751,SHOES_WHITE_9,1,2694.08,PREPAID,2026-05-13,pending
ORD001897,M001,Arun Shetty,"Apartment 80, 1stth Main, RR Nagar, Bangalore",RR Nagar,Bangalore,560098,12.914063,77.518864,SUNGLASSES_BLACK,2,4230.08,PREPAID,2026-05-06,pending
ORD001898,M001,Vasantha Nair,"#237, 4thth Cross, RR Nagar, Bangalore",RR Nagar,Bangalore,560098,12.912495,77.521153,HOODIE_NAVY_M,3,2266.99,PREPAID,2026-05-03,confirmed
ORD001899,M001,Madhuri Roy,"Flat 135, 2nd Main, Indiranagar, Bangalore",Indiranagar,Bangalore,560038,12.973816,77.64523,JEANS_BLUE_34,3,3554.68,COD,2026-05-08,processing
ORD001900,M001,Nikhil Malhotra,"Flat 53, 3rd Main, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.844288,77.659032,TSHIRT_BLACK_L,2,4020.3,PREPAID,2026-05-11,pending
ORD001901,M001,Akash Bose,"#149, 2ndth Cross, Ulsoor, Bangalore",Ulsoor,Bangalore,560008,12.980484,77.630178,SNEAKERS_GREY_8,1,3767.26,PREPAID,2026-05-08,pending
ORD001902,M001,Kavita Chowdhury,"Flat 160, 1st Main, KR Puram, Bangalore",KR Puram,Bangalore,560036,13.005009,77.69288,TSHIRT_NAVY_M,3,4996.39,COD,2026-05-03,pending
ORD001903,M001,Dinesh Shetty,"20, A Block, Yelahanka, Bangalore",Yelahanka,Bangalore,560064,13.098015,77.594449,JEANS_BLUE_34,2,3507.32,PREPAID,2026-05-01,processing
ORD001904,M001,Anil Iyer,"Flat 12, 4th Main, Jayanagar, Bangalore",Jayanagar,Bangalore,560041,12.922749,77.589278,SAREE_SILK_RED,2,2763.98,COD,2026-05-09,confirmed
ORD001905,M001,Ananya Mishra,"Villa 339, 8th Cross Road, Kengeri, Bangalore",Kengeri,Bangalore,560060,12.906637,77.491204,HOODIE_NAVY_L,2,4757.65,PREPAID,2026-05-09,pending
ORD001906,M001,Sunil Gowda,"2, 2nd Block, RR Nagar, Bangalore",RR Nagar,Bangalore,560098,12.91445,77.518277,HOODIE_GREY_M,1,4717.12,PREPAID,2026-05-04,confirmed
ORD001907,M001,Ramesh Nair,"House 198, 1st Cross, Yelahanka, Bangalore",Yelahanka,Bangalore,560064,13.099632,77.600997,SNEAKERS_GREY_9,2,2319.34,COD,2026-05-06,pending
ORD001908,M001,Vishal Murthy,"#45, 1stth Cross, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.938291,77.623006,TSHIRT_NAVY_M,3,703.63,PREPAID,2026-05-01,pending
ORD001909,M001,Rekha Murthy,"House 199, 5th Cross, Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,560035,12.909126,77.68394,DRESS_RED_S,2,1244.85,PREPAID,2026-05-02,pending
ORD001910,M001,Seema Roy,"Apartment 261, 5thth Main, Indiranagar, Bangalore",Indiranagar,Bangalore,560038,12.976306,77.641011,WATCH_SPORT_SILVER,3,3986.04,COD,2026-05-03,pending
ORD001911,M001,Rohit Mishra,"House 37, 8th Cross, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.939182,77.621965,JEANS_BLUE_32,1,4645.09,PREPAID,2026-05-08,processing
ORD001912,M001,Arjun Pandey,"Flat 57, 2nd Main, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.843332,77.664275,SNEAKERS_GREY_8,1,4170.43,PREPAID,2026-05-04,pending
ORD001913,M001,Nikhil Naik,"Apartment 151, 2ndth Main, Jayanagar, Bangalore",Jayanagar,Bangalore,560041,12.927589,77.597121,TSHIRT_WHITE_M,2,1265.0,PREPAID,2026-05-11,pending
ORD001914,M001,Swati Ghosh,"Plot 176, 6th Main Road, Ulsoor, Bangalore",Ulsoor,Bangalore,560008,12.980929,77.626393,HOODIE_GREY_M,1,2834.42,PREPAID,2026-05-08,processing
ORD001915,M001,Aarav Yadav,"House 160, 3rd Cross, Jayanagar, Bangalore",Jayanagar,Bangalore,560041,12.921089,77.596562,TSHIRT_BLACK_L,1,2119.87,PREPAID,2026-05-13,pending
ORD001916,M001,Rohit Krishnan,"Flat 233, 4th Main, Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,560035,12.905244,77.681359,JEANS_BLUE_34,3,3413.18,PREPAID,2026-05-10,confirmed
ORD001917,M001,Deepa Tiwari,"Villa 270, 7th Cross Road, Peenya, Bangalore",Peenya,Bangalore,560058,13.030445,77.516248,JACKET_DENIM_M,2,1184.06,PREPAID,2026-05-08,pending
ORD001918,M001,Mala Pillai,"#141, 4thth Cross, MG Road, Bangalore",MG Road,Bangalore,560001,12.972134,77.606692,SAREE_SILK_RED,3,915.2,PREPAID,2026-05-16,pending
ORD001919,M001,Rahul Saxena,"#164, 8thth Cross, Bellandur, Bangalore",Bellandur,Bangalore,560103,12.934705,77.682772,BAG_CANVAS_BLACK,1,3015.47,PREPAID,2026-05-05,pending
ORD001920,M001,Kavita Dey,"#190, 5thth Cross, Mahadevapura, Bangalore",Mahadevapura,Bangalore,560048,12.993771,77.686586,DRESS_BLUE_M,1,4150.6,PREPAID,2026-05-10,confirmed
ORD001921,M001,Madhuri Biswas,"Villa 185, 8th Cross Road, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.938396,77.624851,SNEAKERS_GREY_8,2,3480.8,COD,2026-05-08,cancelled
ORD001922,M001,Hemant Murthy,"Plot 299, 3rd Main Road, Bannerghatta Road, Bangalore",Bannerghatta Road,Bangalore,560076,12.885073,77.598014,SUNGLASSES_BLACK,3,944.75,PREPAID,2026-05-11,confirmed
ORD001923,M001,Rehan Sharma,"House 342, 2nd Cross, Mahadevapura, Bangalore",Mahadevapura,Bangalore,560048,12.994938,77.689184,DRESS_BLUE_M,1,1280.36,PREPAID,2026-05-02,pending
ORD001924,M001,Vijay Chauhan,"Flat 72, 2nd Main, Brookefield, Bangalore",Brookefield,Bangalore,560037,12.964967,77.712638,TSHIRT_NAVY_M,3,3027.32,PREPAID,2026-05-01,processing
ORD001925,M001,Praveen Ghosh,"House 349, 7th Cross, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.972199,77.75012,SPORTS_TSHIRT_RED_L,1,1862.3,PREPAID,2026-05-05,processing
ORD001926,M001,Manish Chowdhury,"#322, 7thth Cross, Marathahalli, Bangalore",Marathahalli,Bangalore,560037,12.963422,77.693136,HOODIE_NAVY_M,3,3542.21,COD,2026-05-11,pending
ORD001927,M001,Aditya Prasad,"#42, 7thth Cross, Malleshwaram, Bangalore",Malleshwaram,Bangalore,560003,12.998802,77.560685,TSHIRT_NAVY_M,3,4453.54,PREPAID,2026-05-04,pending
ORD001928,M001,Akash Gowda,"Flat 322, 7th Main, HSR Layout, Bangalore",HSR Layout,Bangalore,560102,12.907831,77.649297,BELT_BLACK,1,1198.93,PREPAID,2026-05-08,pending
ORD001929,M001,Vivaan Krishnan,"No. 116, C Stage, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.932093,77.628631,SNEAKERS_GREY_9,3,2454.45,COD,2026-05-08,pending
ORD001930,M001,Yash Mishra,"Flat 90, 7th Main, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.849975,77.656599,FORMAL_SHIRT_BLUE_M,1,3356.79,PREPAID,2026-05-08,pending
ORD001931,M001,Riya Bhat,"No. 315, 3rd Stage, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.9328,77.627957,FORMAL_TROUSER_BLACK_32,2,1243.37,PREPAID,2026-05-09,pending
ORD001932,M001,Saranya Chopra,"Plot 260, 2nd Main Road, Indiranagar, Bangalore",Indiranagar,Bangalore,560038,12.978602,77.643401,HOODIE_GREY_L,3,3949.35,PREPAID,2026-05-03,processing
ORD001933,M001,Kavita Agarwal,"44, 3rd Block, Indiranagar, Bangalore",Indiranagar,Bangalore,560038,12.983111,77.638008,BAG_CANVAS_BLACK,2,609.35,COD,2026-05-12,processing
ORD001934,M001,Kavya Chauhan,"272, B Block, Bannerghatta Road, Bangalore",Bannerghatta Road,Bangalore,560076,12.889299,77.598343,WOMEN_TOP_PINK_M,3,3642.7,PREPAID,2026-05-02,pending
ORD001935,M001,Sachin Krishnan,"87, A Block, Marathahalli, Bangalore",Marathahalli,Bangalore,560037,12.957663,77.69338,JEANS_BLACK_34,1,1698.01,PREPAID,2026-05-06,confirmed
ORD001936,M001,Deepak Sharma,"No. 319, 3rd Stage, Bellandur, Bangalore",Bellandur,Bangalore,560103,12.940466,77.677353,TSHIRT_BLACK_L,1,1835.31,COD,2026-05-16,pending
ORD001937,M001,Vishal Roy,"Villa 178, 2nd Cross Road, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.932474,77.624054,FORMAL_TROUSER_BLACK_32,1,2114.51,PREPAID,2026-05-05,pending
ORD001938,M001,Tejas Mishra,"House 112, 7th Cross, KR Puram, Bangalore",KR Puram,Bangalore,560036,13.006714,77.697722,TSHIRT_NAVY_M,1,1473.57,PREPAID,2026-05-12,pending
ORD001939,M001,Meera Iyer,"#16, 1stth Cross, Old Airport Road, Bangalore",Old Airport Road,Bangalore,560017,12.959529,77.670628,JEANS_BLUE_32,1,1811.49,COD,2026-05-02,pending
ORD001940,M001,Seema Bose,"No. 262, 2nd Stage, Old Airport Road, Bangalore",Old Airport Road,Bangalore,560017,12.962562,77.662321,JACKET_DENIM_M,3,3326.25,COD,2026-05-06,pending
ORD001941,M001,Seema Pandey,"#219, 6thth Cross, RR Nagar, Bangalore",RR Nagar,Bangalore,560098,12.910293,77.520317,BELT_BLACK,3,873.51,PREPAID,2026-05-12,pending
ORD001942,M001,Ganesh Singh,"130, A Block, Mahadevapura, Bangalore",Mahadevapura,Bangalore,560048,12.986627,77.684037,TSHIRT_NAVY_M,3,600.28,PREPAID,2026-05-06,cancelled
ORD001943,M001,Lata Tripathi,"Villa 181, 6th Cross Road, HSR Layout, Bangalore",HSR Layout,Bangalore,560102,12.914182,77.65062,SHOES_BLACK_9,3,797.0,PREPAID,2026-05-01,confirmed
ORD001944,M001,Suma Gowda,"No. 66, 2nd Stage, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.968434,77.745808,JACKET_DENIM_M,1,3597.86,PREPAID,2026-05-07,pending
ORD001945,M001,Gayatri Kapoor,"#2, 4thth Cross, Hebbal, Bangalore",Hebbal,Bangalore,560024,13.030929,77.596183,WATCH_CLASSIC_BLACK,1,1189.93,COD,2026-05-09,confirmed
ORD001946,M001,Abhinav Chauhan,"No. 287, B Stage, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.848972,77.661597,SHOES_BLACK_8,2,1015.28,COD,2026-05-04,confirmed
ORD001947,M001,Neeraj Tripathi,"Apartment 5, 4thth Main, Ulsoor, Bangalore",Ulsoor,Bangalore,560008,12.983795,77.625811,BAG_CANVAS_BLACK,2,4261.67,PREPAID,2026-05-01,pending
ORD001948,M001,Aarav Verma,"Apartment 149, 6thth Main, KR Puram, Bangalore",KR Puram,Bangalore,560036,13.004984,77.693427,TSHIRT_BLACK_L,2,3110.28,COD,2026-05-01,processing
ORD001949,M001,Kavya Kapoor,"House 301, 3rd Cross, Brookefield, Bangalore",Brookefield,Bangalore,560037,12.968989,77.71285,BAG_LEATHER_BROWN,2,4234.61,COD,2026-05-04,pending
ORD001950,M001,Usha Dubey,"Plot 51, 4th Main Road, Mahadevapura, Bangalore",Mahadevapura,Bangalore,560048,12.986661,77.690881,SPORTS_TSHIRT_RED_L,3,2334.75,PREPAID,2026-05-11,processing
ORD001951,M001,Anita Shah,"Villa 258, 4th Cross Road, MG Road, Bangalore",MG Road,Bangalore,560001,12.977683,77.605625,WALLET_BROWN,1,1098.22,PREPAID,2026-05-15,pending
ORD001952,M001,Dinesh Agarwal,"Plot 90, 6th Main Road, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.84255,77.664412,BACKPACK_GREY,1,4327.75,PREPAID,2026-05-07,processing
ORD001953,M001,Pradeep Malhotra,"Plot 93, 8th Main Road, Bannerghatta Road, Bangalore",Bannerghatta Road,Bangalore,560076,12.883167,77.592465,JEANS_BLUE_34,2,4175.82,PREPAID,2026-05-06,pending
ORD001954,M001,Aditya Gowda,"Villa 274, 1st Cross Road, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.93241,77.629332,HOODIE_NAVY_L,3,4861.16,PREPAID,2026-05-16,pending
ORD001955,M001,Mala Kamath,"Apartment 339, 6thth Main, Brookefield, Bangalore",Brookefield,Bangalore,560037,12.967136,77.712574,DRESS_RED_M,1,1489.83,COD,2026-05-06,pending
ORD001956,M001,Nikhil Reddy,"#230, 4thth Cross, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.972165,77.748526,BAG_LEATHER_BROWN,2,3231.7,COD,2026-05-10,pending
ORD001957,M001,Sachin Sharma,"Villa 272, 8th Cross Road, Vijayanagar, Bangalore",Vijayanagar,Bangalore,560040,12.971577,77.540316,WATCH_CLASSIC_BLACK,2,967.36,COD,2026-05-04,pending
ORD001958,M001,Bhavana Kapoor,"Plot 32, 1st Main Road, Ulsoor, Bangalore",Ulsoor,Bangalore,560008,12.983293,77.633243,SHOES_WHITE_9,1,1405.38,PREPAID,2026-05-07,confirmed
ORD001959,M001,Ajay Roy,"#4, 8thth Cross, KR Puram, Bangalore",KR Puram,Bangalore,560036,13.006526,77.698383,JEANS_BLACK_32,3,3098.95,PREPAID,2026-05-13,confirmed
ORD001960,M001,Usha Sen,"No. 239, C Stage, Bellandur, Bangalore",Bellandur,Bangalore,560103,12.938205,77.680877,PERFUME_100ML,3,3374.73,PREPAID,2026-05-11,cancelled
ORD001961,M001,Hemant Kapoor,"Villa 75, 6th Cross Road, Hebbal, Bangalore",Hebbal,Bangalore,560024,13.04015,77.601124,HOODIE_GREY_M,1,2684.88,PREPAID,2026-05-13,confirmed
ORD001962,M001,Mala Krishnan,"House 292, 1st Cross, HSR Layout, Bangalore",HSR Layout,Bangalore,560102,12.908249,77.65073,HOODIE_NAVY_M,1,2602.35,PREPAID,2026-05-01,processing
ORD001963,M001,Gayatri Shetty,"Apartment 161, 8thth Main, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.935164,77.622346,FORMAL_TROUSER_BLACK_34,3,4740.88,PREPAID,2026-05-09,pending
ORD001964,M001,Kavya Tiwari,"Plot 70, 7th Main Road, Ulsoor, Bangalore",Ulsoor,Bangalore,560008,12.979797,77.624703,TSHIRT_WHITE_M,2,4574.32,PREPAID,2026-05-11,pending
ORD001965,M001,Saranya Gowda,"#175, 4thth Cross, Indiranagar, Bangalore",Indiranagar,Bangalore,560038,12.975723,77.643486,KURTA_COTTON_M,3,4714.07,COD,2026-05-11,processing
ORD001966,M001,Usha Das,"Villa 260, 6th Cross Road, Bellandur, Bangalore",Bellandur,Bangalore,560103,12.937168,77.682022,BACKPACK_GREY,1,3225.87,PREPAID,2026-05-08,pending
ORD001967,M001,Sunita Shetty,"House 251, 4th Cross, Bellandur, Bangalore",Bellandur,Bangalore,560103,12.935769,77.677566,FORMAL_SHIRT_BLUE_L,1,2867.11,PREPAID,2026-05-15,confirmed
ORD001968,M001,Shobha Chowdhury,"#162, 1stth Cross, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.841179,77.662067,WATCH_SPORT_SILVER,2,921.64,PREPAID,2026-05-01,confirmed
ORD001969,M001,Arun Sharma,"#97, 7thth Cross, HSR Layout, Bangalore",HSR Layout,Bangalore,560102,12.912546,77.646879,SHOES_WHITE_8,1,2753.72,COD,2026-05-11,pending
ORD001970,M001,Divya Mukherjee,"Plot 162, 4th Main Road, Mahadevapura, Bangalore",Mahadevapura,Bangalore,560048,12.992143,77.689521,TSHIRT_WHITE_M,3,4997.55,COD,2026-05-15,confirmed
ORD001971,M001,Radha Chatterjee,"House 97, 3rd Cross, KR Puram, Bangalore",KR Puram,Bangalore,560036,13.009144,77.698009,JEANS_BLUE_34,2,1200.44,PREPAID,2026-05-08,pending
ORD001972,M001,Bhavana Pai,"Villa 189, 6th Cross Road, KR Puram, Bangalore",KR Puram,Bangalore,560036,13.007073,77.69382,SNEAKERS_GREY_9,2,3132.22,PREPAID,2026-05-15,confirmed
ORD001973,M001,Rohan Rao,"Plot 159, 5th Main Road, Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,560035,12.903519,77.68732,TSHIRT_WHITE_M,1,2615.19,PREPAID,2026-05-09,pending
ORD001974,M001,Swati Sen,"Flat 326, 3rd Main, RR Nagar, Bangalore",RR Nagar,Bangalore,560098,12.917892,77.516712,SHOES_WHITE_8,1,1620.77,PREPAID,2026-05-01,confirmed
ORD001975,M001,Ananya Chopra,"#336, 1stth Cross, Ulsoor, Bangalore",Ulsoor,Bangalore,560008,12.979949,77.627976,SAREE_COTTON_BLUE,1,1258.87,PREPAID,2026-05-13,pending
ORD001976,M001,Venkat Roy,"Villa 27, 3rd Cross Road, Indiranagar, Bangalore",Indiranagar,Bangalore,560038,12.977592,77.64275,HOODIE_GREY_L,3,2162.73,COD,2026-05-07,pending
ORD001977,M001,Sunita Menon,"No. 250, 2nd Stage, Yelahanka, Bangalore",Yelahanka,Bangalore,560064,13.099987,77.596297,CAP_NAVY,3,3523.74,PREPAID,2026-05-02,pending
ORD001978,M001,Yash Ghosh,"Plot 339, 3rd Main Road, KR Puram, Bangalore",KR Puram,Bangalore,560036,13.010435,77.691254,JACKET_DENIM_L,1,4210.64,PREPAID,2026-05-01,pending
ORD001979,M001,Aditya Murthy,"Flat 235, 1st Main, Marathahalli, Bangalore",Marathahalli,Bangalore,560037,12.960957,77.693897,FORMAL_TROUSER_BLACK_32,2,2016.21,PREPAID,2026-05-15,pending
ORD001980,M001,Lakshmi Gowda,"Apartment 314, 1stth Main, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.972013,77.754562,TRACKPANTS_BLACK_L,1,6751.47,COD,2026-05-14,pending
ORD001981,M001,Shruti Mukherjee,"#119, 2ndth Cross, Bannerghatta Road, Bangalore",Bannerghatta Road,Bangalore,560076,12.89164,77.600524,SAREE_SILK_RED,1,2979.55,PREPAID,2026-05-06,pending
ORD001982,M001,Karan Gupta,"No. 214, 1st Stage, Jayanagar, Bangalore",Jayanagar,Bangalore,560041,12.923779,77.595288,JEANS_BLACK_34,1,611.01,COD,2026-05-05,pending
ORD001983,M001,Arun Dey,"Villa 252, 8th Cross Road, Bellandur, Bangalore",Bellandur,Bangalore,560103,12.935909,77.679924,WATCH_CLASSIC_BLACK,3,742.63,COD,2026-05-05,pending
ORD001984,M001,Vihaan Pillai,"No. 216, 3rd Stage, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.966735,77.746588,TRACKPANTS_BLACK_M,3,3861.81,PREPAID,2026-05-09,pending
ORD001985,M001,Akash Sharma,"Plot 10, 7th Main Road, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.934391,77.624533,DRESS_BLUE_S,1,1717.38,PREPAID,2026-05-15,pending
ORD001986,M001,Anita Mishra,"Apartment 241, 8thth Main, Mahadevapura, Bangalore",Mahadevapura,Bangalore,560048,12.992876,77.691868,DRESS_BLUE_M,1,1477.84,PREPAID,2026-05-09,pending
ORD001987,M001,Rohit Chauhan,"House 223, 2nd Cross, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.964836,77.751969,SNEAKERS_GREY_8,2,2652.48,PREPAID,2026-05-15,pending
ORD001988,M001,Pooja Murthy,"Flat 330, 7th Main, Bellandur, Bangalore",Bellandur,Bangalore,560103,12.932332,77.676463,SAREE_COTTON_BLUE,3,2805.92,COD,2026-05-04,pending
ORD001989,M001,Arjun Kamath,"Plot 204, 1st Main Road, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.930213,77.621459,CAP_NAVY,1,4735.78,PREPAID,2026-05-03,processing
